	referenced_tweets	id	conversation_id	author_id	lang	text	created_at	reply_settings	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	geo.coordinates.type	geo.coordinates.coordinates
4160	[{'type': 'replied_to', 'id': '1633154682632695829'}]	1633290413795856386	1633154682632695829	1390387189691781120	en	"@2022_Lockdown NATO+(Commonwealth of Nations) led his army into the ""Asian"" https://t.co/dNxU8fTyS3  capture of ""Tibet"" Help "" Tubo "" independence
capture "" Xinjiang "" Help ""East Turkestan"" independent statehood
capture ""Guangdong and Guangxi
Joint ""Taiwan military"" capture ""Fujian"""	2023-03-08T02:15:54.000Z	everyone	['1633290413795856386']	0	0	0	0	5	1510887055533830144			
4161	[{'type': 'replied_to', 'id': '1633155744672677888'}]	1633290377930362881	1633155744672677888	1390387189691781120	en	"@SolomonYue NATO+(Commonwealth of Nations) led his army into the ""Asian"" https://t.co/dNxU8fTyS3  capture of ""Tibet"" Help "" Tubo "" independence
capture "" Xinjiang "" Help ""East Turkestan"" independent statehood
capture ""Guangdong and Guangxi
Joint ""Taiwan military"" capture ""Fujian"""	2023-03-08T02:15:45.000Z	everyone	['1633290377930362881']	0	0	0	0	1	1339488762			
4162	[{'type': 'replied_to', 'id': '1633288035751141376'}]	1633288815715516416	1633288035751141376	829725648872673281	en	"@Atita____ Honestly I don't understand why so many people still adore him after the chat but I will sat that I think his ""extended delegate"" concept is a good step towards creating a new pro-statehood diaspora civil society to challenge the anti-statehood Nuyorican activist community."	2023-03-08T02:09:33.000Z	everyone	['1633288815715516416']	0	0	0	0	32	1498018918480363523			
4163	[{'type': 'retweeted', 'id': '1627530395322572800'}]	1633288005921406977	1633288005921406977	255064324	en	"RT @RahulGandhi: Best wishes to the people of Arunachal Pradesh and Mizoram on their statehood day.

Blessed by natural beauty and wonderfu…"	2023-03-08T02:06:20.000Z	everyone	['1633288005921406977']	3948	0	0	0	0				
4164	[{'type': 'replied_to', 'id': '1633286903213465601'}]	1633287063729582080	1633264358036783105	1194014427927982081	en	@thinktankee there are many reasons to support statehood for DC and Guam but the main ones are that it would be very cute on maps	2023-03-08T02:02:35.000Z	everyone	['1633287063729582080']	0	1	2	0	19	1194014427927982081			
4165	[{'type': 'quoted', 'id': '1633285624462557184'}]	1633286929541152770	1633286929541152770	53097556	en	@SenateDems It is not enough to give lip service to supporting #DC #HomeRule and #Statehood. Truly supporting DC’s right to self-rule means doing so even when you don’t politically agree with legislation passed by the @councilofdc . #HandsOffDC https://t.co/x7YVMSkWIG	2023-03-08T02:02:03.000Z	everyone	['1633286929541152770']	0	0	1	0	33	73238146	01fbe706f872cb32		
4166	[{'type': 'replied_to', 'id': '1632811651069009920'}]	1633286808913027072	1632811651069009920	1005114886043635713	en	@jayfonsecapr PNP PPD two sides of the same coin that have bleed to death the island. One (PNP) with pipe dreams of statehood the other with stagnant fear of commitment. Unfortunately we don't have a viable third option because of the ignorance of the voters. Fanatics and delusional.	2023-03-08T02:01:34.000Z	everyone	['1633286808913027072']	0	0	0	0	9	32619518			
4167	[{'type': 'retweeted', 'id': '1633281848695570432'}]	1633285916679651331	1633285916679651331	1464792002017562631	en	RT @AndyHarrisFan: So you want DC statehood huh? https://t.co/Z5uzaim6Tb	2023-03-08T01:58:02.000Z	everyone	['1633285916679651331']	16	0	0	0	0				
4168	[{'type': 'replied_to', 'id': '1633271146597457922'}]	1633285637888520193	1633258225884880896	1396474118791471106	en	@Jbernstein1986 @SenatorHagerty @SenateGOP Puerto Rico needs statehood https://t.co/IGhx8DA3PM	2023-03-08T01:56:55.000Z	everyone	['1633285637888520193']	0	0	0	0	9	484341400			
4169	[{'type': 'retweeted', 'id': '1633250267734118400'}]	1633285599829303302	1633285599829303302	1221114803495849985	en	"RT @harkim3: @ericswalwell ❗️ALARMS should of been sounded on #Jan6th ❗️
Our police, snipers, soldiers should have been setup &amp; shot any in…"	2023-03-08T01:56:46.000Z	everyone	['1633285599829303302']	2	0	0	0	0				
4170	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633285520003399681	1633285520003399681	55912694	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T01:56:27.000Z	everyone	['1633285520003399681']	77	0	0	0	0				
4171	[{'type': 'retweeted', 'id': '1633231373438730249'}]	1633285338532593667	1633285338532593667	28977811	en	"RT @CMRobertWhiteDC: DC residents have a right to self-governance.
DC residents deserve statehood.
I'm looking forward to joining this rall…"	2023-03-08T01:55:44.000Z	everyone	['1633285338532593667']	12	0	0	0	0				
4172		1633285225093513218	1633285225093513218	1518766067383996417	en	I am for East Dakota statehood	2023-03-08T01:55:17.000Z	everyone	['1633285225093513218']	0	0	1	0	75				
4173	[{'type': 'retweeted', 'id': '1633174877141184514'}]	1633285032981700609	1633285032981700609	1601331572879360000	en	RT @HegelwCrmCheese: All the fuss about the Senate, unequal representation, DC statehood, etc. could be avoided if we merely granted our ma…	2023-03-08T01:54:31.000Z	everyone	['1633285032981700609']	12	0	0	0	0				
4174	[{'type': 'retweeted', 'id': '1632854889893076993'}]	1633284248684703744	1633284248684703744	989917831176376321	en	RT @RepSummerLee: Fully supporting D.C. statehood would look like trusting the officials that the PEOPLE elected to govern.	2023-03-08T01:51:24.000Z	everyone	['1633284248684703744']	58	0	0	0	0				
4175	[{'type': 'retweeted', 'id': '1633283400848269314'}]	1633284017687543815	1633284017687543815	160975748	en	"RT @PostOpinions: ""Rather than attacking President Biden and Congress for likely blocking the D.C. criminal code reform, the D.C. Council s…"	2023-03-08T01:50:29.000Z	everyone	['1633284017687543815']	2	0	0	0	0				
4176	[{'type': 'replied_to', 'id': '1633182759207174145'}]	1633284006832660481	1633181870933561346	1332201268027285504	en	@jdudemill @jmvasquez1974 Crimea and Donbass their citizens are irreversibly part of Russia as per their Right to Self Determination. It's up to the proxy Kiev regime and their US Empire masters to sue for peace or risk losing more territory or even statehood for Ukraine.	2023-03-08T01:50:26.000Z	everyone	['1633284006832660481']	0	0	3	0	33	23390108			
4177		1633283400848269314	1633283400848269314	14345812	en	"""Rather than attacking President Biden and Congress for likely blocking the D.C. criminal code reform, the D.C. Council should own this fiasco."" #PostLetters https://t.co/u7FYDT5Okp"	2023-03-08T01:48:02.000Z	everyone	['1633283400848269314']	2	0	3	1	891				
4178	[{'type': 'retweeted', 'id': '1633281848695570432'}]	1633283045632401408	1633283045632401408	1298040924350451718	en	RT @AndyHarrisFan: So you want DC statehood huh? https://t.co/Z5uzaim6Tb	2023-03-08T01:46:37.000Z	everyone	['1633283045632401408']	16	0	0	0	0				
4179	[{'type': 'retweeted', 'id': '1632854889893076993'}]	1633282845463511042	1633282845463511042	1350868698849038337	en	RT @RepSummerLee: Fully supporting D.C. statehood would look like trusting the officials that the PEOPLE elected to govern.	2023-03-08T01:45:49.000Z	everyone	['1633282845463511042']	58	0	0	0	0				
4180	[{'type': 'replied_to', 'id': '1633276421295550465'}]	1633282638013165569	1632502875573067777	1607925640791048192	en	"@giangatito @BenjaminNorton The problem is the $100+ billion in debt, it's killing the island, the government has to be allowed to default &amp; start fresh imo

https://t.co/AHOKcRZRSj"	2023-03-08T01:45:00.000Z	everyone	['1633282638013165569']	0	0	0	0	4	1394265268080287744			
4181	[{'type': 'retweeted', 'id': '1633280200090832896'}]	1633282192611721217	1633282192611721217	92223780	en	RT @_mahder_: Everything you need to know about activists and politicians jailed by PP government in association with the Gurage statehood…	2023-03-08T01:43:14.000Z	everyone	['1633282192611721217']	1	0	0	0	0				
4182	[{'type': 'retweeted', 'id': '1633265752806510594'}]	1633282081013870592	1633282081013870592	1350868698849038337	en	RT @DCstatehood51: Why is the League of Women Voters speaking out so loudly in favor of #DCStatehood? @KaseVirginia, CEO of the @LWV, expla…	2023-03-08T01:42:47.000Z	everyone	['1633282081013870592']	7	0	0	0	0				
4183		1633281848695570432	1633281848695570432	1255669197977288704	en	So you want DC statehood huh? https://t.co/Z5uzaim6Tb	2023-03-08T01:41:52.000Z	everyone	['1633281848695570432']	16	29	312	7	20105				
4184	[{'type': 'quoted', 'id': '1633142990821638155'}]	1633281516837978112	1633281516837978112	82431632	en	This absolutely needs to be a precondition for anyone to even beginning to consider this. That said, Mexico is potentially near a failed state in some parts where warlords effectively act as microstates, but without the internal security implied by statehood. https://t.co/bliYQlwh6y	2023-03-08T01:40:33.000Z	everyone	['1633281516837978112']	0	1	7	0	1158				
4185	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633281396838998016	1633281396838998016	413081361	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T01:40:04.000Z	everyone	['1633281396838998016']	77	0	0	0	0				
4186	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633281126784544769	1633281126784544769	845795943479959552	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T01:39:00.000Z	everyone	['1633281126784544769']	77	0	0	0	0				
4187	[{'type': 'retweeted', 'id': '1633053851984056320'}]	1633281053136928768	1633281053136928768	1612732581103144961	en	"RT @DostKhan_Jammu: My piece
@BJP4JnK will forfeit security deposit in Kashmir as before
Truth
Dear HM @AmitShah ,
Hindu Jammu seething wit…"	2023-03-08T01:38:42.000Z	everyone	['1633281053136928768']	44	0	0	0	0				
4188	[{'type': 'retweeted', 'id': '1632416625034133504'}]	1633280802158174208	1633280802158174208	48137933	en	RT @bellachu10: The far larger problem w/ US statehood is the outsize power we give to small and mostly empty states (ND, SD). DC has more…	2023-03-08T01:37:42.000Z	everyone	['1633280802158174208']	4	0	0	0	0				
4189		1633280437056331777	1633280437056331777	2720092722	en	Biden barely beat Trump with a base fired up by promises of racial justice, DC statehood, court expansion, a green transition, and a Democratic trifecta. With those dreams killed by corporate cash, they can only sell war in Ukraine vs the scariest GOP in modern history	2023-03-08T01:36:15.000Z	everyone	['1633280437056331777']	0	1	9	0	231				
4190	[{'type': 'quoted', 'id': '1633214354140143623'}]	1633280200090832896	1633280200090832896	1585274561943281664	en	"Everything you need to know about activists and politicians jailed by PP government in association with the Gurage statehood question. 

Thread 👇🏽 https://t.co/1BlKNvkoXo"	2023-03-08T01:35:19.000Z	everyone	['1633280200090832896']	1	0	3	0	567				
4191	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633279928559968256	1633279928559968256	4240506557	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T01:34:14.000Z	everyone	['1633279928559968256']	77	0	0	0	0				
4192	[{'type': 'retweeted', 'id': '1631392285182009376'}]	1633279768434200578	1633279768434200578	821172703725916160	en	RT @POTUS: I support D.C. Statehood and home-rule – but I don’t support some of the changes D.C. Council put forward over the Mayor’s objec…	2023-03-08T01:33:36.000Z	everyone	['1633279768434200578']	1599	0	0	0	0				
4193	[{'type': 'retweeted', 'id': '1633032784997490692'}]	1633279589685374977	1633279589685374977	1186603215074353152	en	RT @TheAstanaTimes: ⚡️President Tokayev met with Sydyknazarov on March 6 to discuss a book about the history of Kazakh nationhood in the 16…	2023-03-08T01:32:53.000Z	everyone	['1633279589685374977']	5	0	0	0	0				
4194	[{'type': 'retweeted', 'id': '1633214420628172814'}]	1633279285225050112	1633279285225050112	1559390968914145280	en	RT @GurageAffairs: Jafar Temam Bedru is a well-known activist. He was arrested for advocating for the Gurage Regional Statehood question. H…	2023-03-08T01:31:41.000Z	everyone	['1633279285225050112']	17	0	0	0	0				
4195	[{'type': 'retweeted', 'id': '1633249574348378113'}]	1633279206833500161	1633279206833500161	959779680965586946	en	RT @reeseer1: @washingtonpost A perfect encapsulation of why DC deserves statehood right here.	2023-03-08T01:31:22.000Z	everyone	['1633279206833500161']	1	0	0	0	0				
4196	[{'type': 'retweeted', 'id': '1633214441562034183'}]	1633279014004482050	1633279014004482050	1559390968914145280	en	RT @GurageAffairs: Beyene Wolde is the General Manager for Gurage Media Network. He was arrested for his journalism work to document the hu…	2023-03-08T01:30:36.000Z	everyone	['1633279014004482050']	19	0	0	0	0				
4197	[{'type': 'retweeted', 'id': '1633214523220938752'}]	1633278890754842625	1633278890754842625	1559390968914145280	en	RT @GurageAffairs: Yetbarek is a well-known youth activist who advocates on social media. He was previously arrested and released for advoc…	2023-03-08T01:30:07.000Z	everyone	['1633278890754842625']	14	0	0	0	0				
4198	[{'type': 'retweeted', 'id': '1633214477549092864'}]	1633278678351134729	1633278678351134729	1559390968914145280	en	RT @GurageAffairs: Tarekegn Bisrat is the former Geta Wereda Assistant Head of the Transportation and Roads Office. He was fired and jailed…	2023-03-08T01:29:16.000Z	everyone	['1633278678351134729']	14	0	0	0	0				
4199	[{'type': 'retweeted', 'id': '1633214462109908992'}]	1633278619479945221	1633278619479945221	1559390968914145280	en	RT @GurageAffairs: Alemayehu Gebremeskel is the former zone organizing sector manager and one of the six cabinet members who were removed f…	2023-03-08T01:29:02.000Z	everyone	['1633278619479945221']	14	0	0	0	0				
4200	[{'type': 'retweeted', 'id': '1633214456258756609'}]	1633278592070086656	1633278592070086656	1559390968914145280	en	RT @GurageAffairs: Senbit Nesru is a Wolkite University staff member was arrested for advocating to Gurage Regional Statehood question. He…	2023-03-08T01:28:55.000Z	everyone	['1633278592070086656']	17	0	0	0	0				
4201		1633278559396716545	1633278559396716545	87278897	en	"""As the federal government attempts to marginalize us to the edge of becoming a territory again, we must act decisively and state with a resounding voice that authority given to us at statehood will not be infringed or subjugated.""
https://t.co/b9Em5Z8lgq"	2023-03-08T01:28:48.000Z	everyone	['1633278559396716545']	0	0	1	0	73				
4202	[{'type': 'replied_to', 'id': '1632972512110821376'}]	1633278045430722560	1632972512110821376	2759829899	en	@davenewworld_2 Thats fine we will trade Texas for statehood for DC and PR. Don't come crawling back when your roads fall apart or your grid goes down again or you get hit by a hurricane.	2023-03-08T01:26:45.000Z	everyone	['1633278045430722560']	0	0	0	0	14	886398296146706432			
